32,4.2e-08,0.000443997,,
64,7.02e-08,0.00091732,,
128,1.182e-07,0.00127564,,
256,1.984e-07,0.000503938,,
512,3.668e-07,0.000217474,,
1024,7.114e-07,0.000199244,,
2048,1.3928e-06,0.000178523,,
4096,3.064e-06,0.000177341,,
8192,5.5402e-06,0.00016936,,
16384,1.10246e-05,0.000171109,,
32768,2.2019e-05,0.000159778,,
65536,4.3854e-05,0.00016521,,
131072,9.07102e-05,0.000175628,,
262144,0.000175335,0.000176369,,
524288,0.000353101,0.000215418,,
1.04858e+06,0.000708832,0.000229256,,
2.09715e+06,0.00142703,0.000331715,,
4.1943e+06,0.0029284,0.000603561,,
8.38861e+06,0.00586614,0.0010941,,
1.67772e+07,0.0117977,0.00208288,,
3.35544e+07,0.0238561,0.00622206,,
6.71089e+07,0.0476741,0.00963262,,
1.34218e+08,0.0971439,0.0180593,,
2.68435e+08,0.190922,0.0365006,,
5.36871e+08,0.565105,0.0731796,,
1.07374e+09,1.12916,0.145161,,
