32,3e-08,8.82376e-05,,
64,2.8e-08,9.58598e-05,,
128,3.6e-08,0.000101955,,
256,3.4e-08,0.000113215,,
512,4e-08,0.000147124,,
1024,7.02e-08,0.000139353,,
2048,1.04e-07,0.000158656,,
4096,1.924e-07,0.00014522,,
8192,6.63e-07,0.000165873,,
16384,1.332e-06,0.000159732,,
32768,2.615e-06,0.000144527,,
65536,5.7106e-06,0.000156073,,
131072,1.75746e-05,0.000154163,,
262144,3.91314e-05,0.000174389,,
524288,7.99842e-05,0.00022677,,
1.04858e+06,0.000124878,0.000309835,,
2.09715e+06,0.000440014,0.000436307,,
4.1943e+06,0.00116814,0.000840628,,
8.38861e+06,0.00274133,0.00137712,,
1.67772e+07,0.00541841,0.00162721,,
3.35544e+07,0.0101194,0.00324013,,
6.71089e+07,0.0195486,0.00674156,,
1.34218e+08,0.0383694,0.0139603,,
2.68435e+08,0.071733,0.018904,,
5.36871e+08,0.15248,0.0367738,,
1.07374e+09,0.291792,0.075504,,
