32,2.54e-08,6.49476e-05,,
64,2.76e-08,8.07556e-05,,
128,2.62e-07,8.13716e-05,,
256,3.38e-08,8.08848e-05,,
512,4.3e-08,0.000118723,,
1024,6.46e-08,0.000109252,,
2048,8.96e-08,0.000126142,,
4096,1.974e-07,0.000134056,,
8192,1.715e-06,0.000107993,,
16384,2.9082e-06,0.000109719,,
32768,5.757e-06,0.000141123,,
65536,1.08168e-05,0.000125597,,
131072,2.13572e-05,0.000113418,,
262144,5.8478e-05,0.000120434,,
524288,0.000301068,0.00012132,,
1.04858e+06,0.000613801,0.000141744,,
2.09715e+06,0.00128162,0.000208807,,
4.1943e+06,0.00273237,0.00036806,,
8.38861e+06,0.00592762,0.000932312,,
1.67772e+07,0.0124783,0.00205382,,
3.35544e+07,0.0258144,0.00458527,,
6.71089e+07,0.0515171,0.00881504,,
1.34218e+08,0.103794,0.0184795,,
2.68435e+08,0.206134,0.0329226,,
5.36871e+08,0.407503,0.0641486,,
1.07374e+09,0.814896,0.122733,,
