32,4.2e-08,0.000447191,,
64,6.82e-08,0.000904776,,
128,1.162e-07,0.000355515,,
256,2.022e-07,0.000230459,,
512,3.746e-07,0.000210936,,
1024,7.052e-07,0.000221377,,
2048,1.4004e-06,0.000236308,,
4096,2.7612e-06,0.000218572,,
8192,5.5322e-06,0.000222766,,
16384,1.09808e-05,0.00023229,,
32768,2.1835e-05,0.000233476,,
65536,4.38826e-05,0.000233144,,
131072,8.77044e-05,0.00022176,,
262144,0.000184272,0.000227088,,
524288,0.000353339,0.000248677,,
1.04858e+06,0.000707095,0.000307972,,
2.09715e+06,0.00142643,0.000477782,,
4.1943e+06,0.00288037,0.000770334,,
8.38861e+06,0.00579137,0.00135245,,
1.67772e+07,0.0117753,0.00260066,,
3.35544e+07,0.0233774,0.00694511,,
6.71089e+07,0.0476221,0.0101801,,
1.34218e+08,0.0954451,0.0205122,,
2.68435e+08,0.191006,0.0408527,,
5.36871e+08,0.558262,0.0812755,,
1.07374e+09,1.11505,0.164296,,
